"lat","long","elev","time","duration","ID","day"
40.010649,116.312184,492,2009-04-01 13:06:12,5.42527777777778,0,"Wednesday"
39.99984,116.327348,202,2009-04-01 18:31:43,5.42527777777778,0,"Wednesday"
40.007474,116.320949,152,2009-04-02 04:23:36,1.91666666666667,0,"Wednesday"
40.007664,116.31951,146,2009-04-02 04:25:31,1.91666666666667,0,"Wednesday"
40.002471,116.327546,-904,2009-04-02 14:07:42,9.52805555555556,0,"Thursday"
40.000806,116.327058,222,2009-04-02 23:39:23,9.52805555555556,0,"Thursday"
40.001437,116.31225,161,2009-04-03 09:17:02,1.55424768518519,0,"Friday"
40.009599,116.315182,136,2009-04-04 22:35:09,1.55424768518519,0,"Saturday"
40.008228,116.315532,-377,2009-04-05 13:19:48,8.675,0,"Sunday"
40.009727,116.314711,154,2009-04-05 22:00:18,8.675,0,"Sunday"
40.008211,116.312201,187,2009-04-06 10:37:07,8.1375,0,"Monday"
40.000465,116.327302,136,2009-04-06 18:45:22,8.1375,0,"Monday"
39.999977,116.327413,117,2009-04-10 02:28:05,10.75,0,"Thursday"
40.01106,116.321733,95,2009-04-10 02:38:50,10.75,0,"Thursday"
40.011499,116.321947,-147,2009-04-10 10:19:40,14.8980555555556,0,"Friday"
40.011074,116.321897,150,2009-04-11 01:13:33,14.8980555555556,0,"Friday"
40.011274,116.321454,95,2009-04-11 13:24:03,12.0047222222222,0,"Saturday"
40.011082,116.321813,226,2009-04-12 01:24:20,12.0047222222222,0,"Saturday"
40.011186,116.321868,492,2009-04-12 08:49:10,10.1666666666667,0,"Sunday"
39.999979,116.327306,162,2009-04-12 08:59:20,10.1666666666667,0,"Sunday"
40.000168,116.327474,80,2009-04-12 15:33:09,9.86388888888889,0,"Sunday"
40.011029,116.321866,221,2009-04-13 01:24:59,9.86388888888889,0,"Sunday"
40.011285,116.321574,115,2009-04-13 13:08:11,9.02,0,"Monday"
39.99999,116.327367,124,2009-04-13 22:09:23,9.02,0,"Monday"
39.999913,116.327343,102,2009-04-13 22:46:37,7.85,0,"Monday"
40.011042,116.321849,105,2009-04-13 22:54:28,7.85,0,"Monday"
40.01062,116.322046,492,2009-04-14 05:39:40,16.2155555555556,0,"Monday"
39.952073,116.801367,178,2009-04-14 21:52:36,16.2155555555556,0,"Tuesday"
39.950749,116.801336,71,2009-04-15 08:04:11,26.1666666666667,0,"Wednesday"
39.94716,116.783236,-44,2009-04-15 08:30:21,26.1666666666667,0,"Wednesday"
39.942822,116.795932,89,2009-04-15 15:40:13,3.04222222222222,0,"Wednesday"
40.000347,116.327356,133,2009-04-15 18:42:45,3.04222222222222,0,"Wednesday"
39.999842,116.327238,132,2009-04-16 08:27:10,15.2513888888889,0,"Thursday"
40.008194,116.31931,70,2009-04-16 23:42:15,15.2513888888889,0,"Thursday"
40.007604,116.319791,104,2009-04-17 08:24:35,9.6825,0,"Friday"
40.00034,116.327171,164,2009-04-17 18:05:32,9.6825,0,"Friday"
40.000009,116.324212,487,2009-04-19 01:22:43,14.3333333333333,0,"Saturday"
40.009808,116.315213,16,2009-04-19 01:37:03,14.3333333333333,0,"Saturday"
40.009958,116.315113,196,2009-04-19 08:52:31,11.3419444444444,0,"Sunday"
40.000431,116.326544,151,2009-04-19 20:13:02,11.3419444444444,0,"Sunday"
39.999886,116.327437,125,2009-04-20 01:55:05,26.5,0,"Sunday"
40.008067,116.31999,99,2009-04-20 02:21:35,26.5,0,"Sunday"
40.007453,116.319888,155,2009-04-20 09:30:39,14.1902777777778,0,"Monday"
40.00965,116.315161,101,2009-04-20 23:42:04,14.1902777777778,0,"Monday"
40.010497,116.315568,492,2009-04-21 07:51:11,11.0638888888889,0,"Monday"
39.999997,116.327351,31,2009-04-21 18:55:01,11.0638888888889,0,"Tuesday"
40.011088,116.321958,164,2009-04-22 10:39:04,7.7725,0,"Wednesday"
40.000408,116.327282,139,2009-04-22 18:25:25,7.7725,0,"Wednesday"
39.999946,116.327372,134,2009-04-23 04:36:12,7.91666666666667,0,"Wednesday"
40.00785,116.320459,11,2009-04-23 04:44:07,7.91666666666667,0,"Wednesday"
39.999814,116.327284,137,2009-04-23 17:28:43,36.5833333333333,0,"Thursday"
40.00047,116.327193,41,2009-04-23 18:05:18,36.5833333333333,0,"Thursday"
39.999398,116.328104,491,2009-04-24 02:11:06,18,0,"Thursday"
40.009792,116.314882,118,2009-04-24 02:29:06,18,0,"Thursday"
40.010079,116.315222,126,2009-04-24 08:47:42,9.44611111111111,0,"Friday"
40.000134,116.327454,100,2009-04-24 18:14:28,9.44611111111111,0,"Friday"
39.999855,116.326977,285,2009-04-25 01:11:42,10.5833333333333,0,"Friday"
40.006452,116.320437,3,2009-04-25 01:22:17,10.5833333333333,0,"Friday"
40.008236,116.321673,177,2009-04-25 08:57:36,17.1930555555556,0,"Saturday"
39.952442,116.802015,41,2009-04-26 02:09:11,17.1930555555556,0,"Saturday"
39.949695,116.801085,1274,2009-04-26 10:57:19,7.45027777777778,0,"Sunday"
40.000051,116.327146,-25,2009-04-26 18:24:20,7.45027777777778,0,"Sunday"
40.000028,116.326879,492,2009-04-27 01:55:18,12.9166666666667,0,"Sunday"
40.009996,116.315212,-68,2009-04-27 02:08:13,12.9166666666667,0,"Sunday"
40.00475,116.319559,713,2009-04-27 09:02:35,13.0136111111111,0,"Monday"
40.000195,116.327167,105,2009-04-27 22:03:24,13.0136111111111,0,"Monday"
39.999895,116.327258,199,2009-04-28 05:58:31,35.85,0,"Monday"
40.007873,116.319703,41,2009-04-28 06:34:22,35.85,0,"Monday"
40.007726,116.319579,155,2009-04-28 13:16:36,9.73333333333333,0,"Tuesday"
39.999756,116.327377,125,2009-04-28 23:00:36,9.73333333333333,0,"Tuesday"
40.009643,116.317842,300,2009-04-29 08:59:59,14.7711111111111,0,"Wednesday"
40.009986,116.315038,135,2009-04-29 23:46:15,14.7711111111111,0,"Wednesday"
40.009716,116.315368,61,2009-04-30 11:23:37,8.68416666666667,0,"Thursday"
40.009782,116.314959,207,2009-04-30 20:04:40,8.68416666666667,0,"Thursday"
40.010243,116.314287,491,2009-05-01 11:51:43,8.00888888888889,0,"Friday"
40.009989,116.314997,145,2009-05-01 19:52:15,8.00888888888889,0,"Friday"
40.009381,116.313758,168,2009-05-02 15:49:12,6.60166666666667,0,"Saturday"
40.009441,116.315202,141,2009-05-02 22:25:18,6.60166666666667,0,"Saturday"
40.010429,116.314732,492,2009-05-03 11:39:31,7.24333333333333,0,"Sunday"
39.999877,116.327505,145,2009-05-03 18:54:07,7.24333333333333,0,"Sunday"
39.999917,116.327269,147,2009-05-04 10:33:06,7.80472222222222,0,"Monday"
40.000181,116.327438,140,2009-05-04 18:21:23,7.80472222222222,0,"Monday"
40.000147,116.327455,160,2009-05-05 04:39:30,6.33333333333333,0,"Monday"
40.007537,116.319815,41,2009-05-05 04:45:50,6.33333333333333,0,"Monday"
40.007829,116.319687,106,2009-05-05 11:24:37,6.74638888888889,0,"Tuesday"
40.000589,116.32746,45,2009-05-05 18:09:24,6.74638888888889,0,"Tuesday"
39.999695,116.327113,492,2009-05-06 03:53:42,12.3333333333333,0,"Tuesday"
40.008177,116.320199,-45,2009-05-06 04:06:02,12.3333333333333,0,"Tuesday"
40.00771,116.321008,495,2009-05-06 20:59:11,5.62333333333333,0,"Wednesday"
40.007762,116.319405,190,2009-05-07 02:36:35,5.62333333333333,0,"Wednesday"
40.007597,116.319814,156,2009-05-07 10:42:06,8.15916666666667,0,"Thursday"
40.000362,116.327326,144,2009-05-07 18:51:39,8.15916666666667,0,"Thursday"
39.998354,116.324661,489,2009-05-08 03:29:57,13.25,0,"Thursday"
40.010166,116.314859,51,2009-05-08 03:43:12,13.25,0,"Thursday"
40.008958,116.316425,122,2009-05-08 09:54:10,16.6166666666667,0,"Friday"
40.000273,116.32708,274,2009-05-08 10:10:47,16.6166666666667,0,"Friday"
40.0003,116.327039,191,2009-05-08 18:04:36,48.5333333333333,0,"Friday"
40.001122,116.328446,242,2009-05-08 18:53:08,48.5333333333333,0,"Friday"
40.007181,116.321175,72,2009-05-09 13:01:41,6.84583333333333,0,"Saturday"
39.999507,116.326862,65,2009-05-09 19:52:26,6.84583333333333,0,"Saturday"
39.99892,116.32735,490,2009-05-10 02:16:41,13.9166666666667,0,"Saturday"
40.009999,116.314985,123,2009-05-10 02:30:36,13.9166666666667,0,"Saturday"
40.010413,116.315097,492,2009-05-10 10:02:11,4.3,0,"Sunday"
40.000451,116.327437,147,2009-05-10 14:20:11,4.3,0,"Sunday"
39.999572,116.327393,375,2009-05-11 06:20:12,7,0,"Sunday"
40.008153,116.319877,81,2009-05-11 06:27:12,7,0,"Sunday"
40.007761,116.319641,93,2009-05-11 14:41:41,4.15666666666667,0,"Monday"
40.000173,116.327005,386,2009-05-11 18:51:05,4.15666666666667,0,"Monday"
39.99996,116.327426,149,2009-05-12 01:44:33,16.25,0,"Monday"
40.010019,116.315252,145,2009-05-12 02:00:48,16.25,0,"Monday"
40.011138,116.315177,491,2009-05-12 09:31:14,8.54638888888889,0,"Tuesday"
40.009374,116.320491,154,2009-05-12 18:04:01,8.54638888888889,0,"Tuesday"
39.999449,116.327366,172,2009-05-13 03:56:03,8.08333333333333,0,"Tuesday"
40.00758,116.31969,116,2009-05-13 04:04:08,8.08333333333333,0,"Tuesday"
40.006963,116.323291,488,2009-05-13 13:43:41,11.0888888888889,0,"Wednesday"
40.009711,116.31505,235,2009-05-14 00:49:01,11.0888888888889,0,"Wednesday"
40.009357,116.315177,492,2009-05-14 09:54:30,8.62583333333333,0,"Thursday"
40.000245,116.327491,130,2009-05-14 18:32:03,8.62583333333333,0,"Thursday"
40.000397,116.327307,87,2009-05-15 09:40:34,9.315,0,"Friday"
39.999984,116.327096,171,2009-05-15 18:59:28,9.315,0,"Friday"
39.999928,116.327362,143,2009-05-16 17:10:43,2.91888888888889,0,"Saturday"
39.99977,116.326472,328,2009-05-16 20:05:51,2.91888888888889,0,"Saturday"
39.999894,116.327415,261,2009-05-17 13:46:29,8.30277777777778,0,"Sunday"
40.00045,116.326939,102,2009-05-17 22:04:39,8.30277777777778,0,"Sunday"
39.999683,116.32833,-198,2009-05-18 06:06:31,42.75,0,"Sunday"
40.007734,116.319847,166,2009-05-18 06:49:16,42.75,0,"Sunday"
40.007242,116.319563,492,2009-05-18 14:46:43,7.83416666666667,0,"Monday"
40.000045,116.327549,261,2009-05-18 22:36:46,7.83416666666667,0,"Monday"
39.999941,116.327317,139,2009-05-19 17:45:42,1.83083333333333,0,"Tuesday"
40.000134,116.327309,187,2009-05-19 19:35:33,1.83083333333333,0,"Tuesday"
40.001852,116.326636,493,2009-05-20 01:40:43,9.25,0,"Tuesday"
40.007813,116.319726,289,2009-05-20 01:49:58,9.25,0,"Tuesday"
40.007436,116.319763,309,2009-05-20 09:09:06,1.38861111111111,0,"Wednesday"
40.007533,116.319783,168,2009-05-20 10:32:25,1.38861111111111,0,"Wednesday"
40.007413,116.319789,48,2009-05-20 20:55:40,7.5,0,"Wednesday"
40.000304,116.327016,213,2009-05-20 21:03:10,7.5,0,"Wednesday"
39.999951,116.327353,145,2009-05-21 05:02:40,9.41666666666667,0,"Wednesday"
40.007903,116.319648,58,2009-05-21 05:12:05,9.41666666666667,0,"Wednesday"
40.006775,116.319648,491,2009-05-21 12:53:12,9.65055555555556,0,"Thursday"
40.006111,116.320401,158,2009-05-21 22:32:14,9.65055555555556,0,"Thursday"
39.994895,116.325833,146,2009-05-22 07:10:58,1.72083333333333,0,"Thursday"
40.079917,116.588431,67,2009-05-22 08:54:13,1.72083333333333,0,"Friday"
31.168503,121.399589,18,2009-05-22 17:42:39,5.81555555555556,0,"Friday"
31.224691,121.4229,206,2009-05-22 23:31:35,5.81555555555556,0,"Friday"
31.224811,121.422282,130,2009-05-23 09:12:58,12.1405555555556,0,"Saturday"
40.00022,116.327043,58,2009-05-23 21:21:24,12.1405555555556,0,"Saturday"
40.000081,116.327888,-41,2009-05-24 17:46:08,47.0666666666667,0,"Sunday"
40.000156,116.327353,172,2009-05-24 18:33:12,47.0666666666667,0,"Sunday"
39.999936,116.327165,133,2009-05-25 05:55:00,21,0,"Sunday"
40.009343,116.319349,112,2009-05-25 06:16:00,21,0,"Sunday"
40.005545,116.320827,492,2009-05-25 17:36:52,9.58083333333333,0,"Monday"
40.006025,116.325385,97,2009-05-26 03:11:43,9.58083333333333,0,"Monday"
40.007588,116.319712,94,2009-05-26 12:03:01,7.03722222222222,0,"Tuesday"
39.999819,116.327298,126,2009-05-26 19:05:15,7.03722222222222,0,"Tuesday"
39.999604,116.326916,493,2009-05-27 01:07:11,16.0833333333333,0,"Tuesday"
40.007607,116.319751,154,2009-05-27 01:23:16,16.0833333333333,0,"Tuesday"
40.007648,116.319737,94,2009-05-27 16:01:10,4.90666666666667,0,"Wednesday"
39.873878,116.433332,225,2009-05-27 20:55:34,4.90666666666667,0,"Wednesday"
39.871602,116.433065,9,2009-05-28 09:23:41,10.0925,0,"Thursday"
39.972572,116.327811,293,2009-05-28 19:29:14,10.0925,0,"Thursday"
40.009524,116.315081,-199,2009-05-30 11:44:50,14.0097222222222,0,"Saturday"
40.007892,116.319844,-118,2009-05-31 01:45:25,14.0097222222222,0,"Saturday"
40.006917,116.320965,101,2009-05-31 11:14:12,8.68694444444444,0,"Sunday"
40.000899,116.3269,526,2009-05-31 19:55:25,8.68694444444444,0,"Sunday"
39.999981,116.327369,134,2009-06-01 03:23:06,8.66666666666667,0,"Sunday"
40.007721,116.319715,162,2009-06-01 03:31:46,8.66666666666667,0,"Sunday"
40.004198,116.321691,492,2009-06-01 16:29:37,1.50555555555556,0,"Monday"
40.009126,116.320826,393,2009-06-01 17:59:57,1.50555555555556,0,"Monday"
39.999904,116.327899,492,2009-06-02 11:55:41,6.50333333333333,0,"Tuesday"
39.999867,116.327413,244,2009-06-02 18:25:53,6.50333333333333,0,"Tuesday"
40.000652,116.327766,-267,2009-06-03 02:53:12,59.3333333333333,0,"Tuesday"
40.007981,116.319613,127,2009-06-03 03:52:32,59.3333333333333,0,"Tuesday"
40.00766,116.319699,75,2009-06-03 14:43:07,9.78388888888889,0,"Wednesday"
40.007786,116.319579,167,2009-06-04 00:30:09,9.78388888888889,0,"Wednesday"
40.000081,116.327065,492,2009-06-04 13:37:35,8.28333333333333,0,"Thursday"
40.128942,116.485699,202,2009-06-04 21:54:35,8.28333333333333,0,"Thursday"
40.129027,116.485854,491,2009-06-05 09:27:12,17.4069444444444,0,"Friday"
40.011005,116.322086,139,2009-06-06 02:51:37,17.4069444444444,0,"Friday"
40.008754,116.323896,490,2009-06-06 14:00:42,11.8372222222222,0,"Saturday"
40.008324,116.319467,198,2009-06-07 01:50:56,11.8372222222222,0,"Saturday"
40.007712,116.319929,491,2009-06-07 15:53:00,1.88416666666667,0,"Sunday"
40.000422,116.327297,166,2009-06-07 17:46:03,1.88416666666667,0,"Sunday"
39.999831,116.327337,158,2009-06-08 00:38:36,8.91666666666667,0,"Sunday"
40.007998,116.3196,80,2009-06-08 00:47:31,8.91666666666667,0,"Sunday"
40.00772,116.319659,140,2009-06-08 14:00:39,8.24972222222222,0,"Monday"
40.009638,116.315294,-33,2009-06-08 22:15:38,8.24972222222222,0,"Monday"
40.010189,116.315142,177,2009-06-09 08:20:35,17.3544444444444,0,"Tuesday"
40.009042,116.316933,2644,2009-06-10 01:41:51,17.3544444444444,0,"Tuesday"
40.00666,116.320699,491,2009-06-10 14:24:43,8.24527777777778,0,"Wednesday"
40.000006,116.327441,124,2009-06-10 22:39:26,8.24527777777778,0,"Wednesday"
39.999886,116.327435,138,2009-06-11 06:36:41,16.4002777777778,0,"Wednesday"
39.948854,116.352639,229,2009-06-11 23:00:42,16.4002777777778,0,"Thursday"
39.947988,116.350106,1266,2009-06-12 06:12:09,22.75,0,"Thursday"
40.007811,116.319098,132,2009-06-12 06:34:54,22.75,0,"Thursday"
40.007086,116.319896,492,2009-06-12 15:22:32,5.86083333333333,0,"Friday"
40.000283,116.327203,187,2009-06-12 21:14:11,5.86083333333333,0,"Friday"
39.999943,116.327337,301,2009-06-13 06:03:41,14.7602777777778,0,"Friday"
40.122187,116.186967,152,2009-06-13 20:49:18,14.7602777777778,0,"Saturday"
40.123468,116.185426,489,2009-06-14 14:53:09,9.47055555555556,0,"Sunday"
40.00764,116.319761,52,2009-06-15 00:21:23,9.47055555555556,0,"Sunday"
40.008185,116.319814,184,2009-06-15 13:56:09,6.38638888888889,0,"Monday"
39.999986,116.327338,165,2009-06-15 20:19:20,6.38638888888889,0,"Monday"
40.000086,116.327369,78,2009-06-16 02:32:11,7,0,"Monday"
40.008003,116.319869,100,2009-06-16 02:39:11,7,0,"Monday"
40.007426,116.318922,492,2009-06-16 13:41:33,1.23040509259259,0,"Tuesday"
40.000219,116.32734,78,2009-06-17 19:13:20,1.23040509259259,0,"Wednesday"
39.999798,116.325961,496,2009-06-18 08:59:36,10.4777777777778,0,"Thursday"
40.000009,116.327407,142,2009-06-18 19:28:16,10.4777777777778,0,"Thursday"
40.000334,116.327486,492,2009-06-19 08:40:41,14.1,0,"Friday"
40.000621,116.327153,112,2009-06-19 22:46:41,14.1,0,"Friday"
39.999858,116.32732,175,2009-06-20 10:45:33,11.8883333333333,0,"Saturday"
39.998859,116.326505,574,2009-06-20 22:38:51,11.8883333333333,0,"Saturday"
39.999912,116.327324,101,2009-06-21 18:14:12,4.55,0,"Sunday"
40.001396,116.325932,228,2009-06-21 22:47:12,4.55,0,"Sunday"
40,116.325545,105,2009-06-22 17:54:57,4.49055555555556,0,"Monday"
40.000288,116.327513,99,2009-06-22 22:24:23,4.49055555555556,0,"Monday"
40.007705,116.319697,106,2009-06-23 12:36:38,9.55722222222222,0,"Tuesday"
40.000795,116.327489,146,2009-06-23 22:10:04,9.55722222222222,0,"Tuesday"
39.999934,116.327423,145,2009-06-24 07:34:09,13.8333333333333,0,"Tuesday"
40.0075,116.319051,177,2009-06-24 07:47:59,13.8333333333333,0,"Tuesday"
40.007322,116.319953,156,2009-06-24 15:04:35,4.21083333333333,0,"Wednesday"
40.000482,116.327159,123,2009-06-24 19:17:14,4.21083333333333,0,"Wednesday"
40.002988,116.324501,494,2009-06-25 05:57:41,6.7,0,"Wednesday"
40.007827,116.319776,52,2009-06-25 06:04:23,6.7,0,"Wednesday"
40.00765,116.319757,116,2009-06-25 12:16:36,12.0405555555556,0,"Thursday"
31.296506,121.546119,57,2009-06-26 00:19:02,12.0405555555556,0,"Thursday"
31.295851,121.546769,492,2009-06-26 18:13:12,2.92222222222222,0,"Friday"
31.303647,121.509185,790,2009-06-26 21:08:32,2.92222222222222,0,"Friday"
31.297001,121.546504,58,2009-06-27 10:52:13,37.3333333333333,0,"Saturday"
31.29688,121.546186,79,2009-06-27 11:29:33,37.3333333333333,0,"Saturday"
31.29653,121.547574,491,2009-06-27 18:18:27,3.68805555555556,0,"Saturday"
31.296652,121.546384,119,2009-06-27 21:59:44,3.68805555555556,0,"Saturday"
31.296819,121.546897,60,2009-06-28 08:52:34,12.8894444444444,0,"Sunday"
31.296034,121.546672,142,2009-06-28 21:45:56,12.8894444444444,0,"Sunday"
31.295801,121.548766,491,2009-06-29 09:16:35,9.94361111111111,0,"Monday"
40.000522,116.32746,137,2009-06-29 19:13:12,9.94361111111111,0,"Monday"
40.000422,116.328442,491,2009-06-30 01:33:40,2.53194444444444,0,"Monday"
40.009208,116.319389,172,2009-06-30 04:05:35,2.53194444444444,0,"Monday"
40.007581,116.31971,172,2009-06-30 12:56:11,9.525,0,"Tuesday"
40.000769,116.327374,155,2009-06-30 22:27:41,9.525,0,"Tuesday"
39.999791,116.327348,176,2009-07-01 12:40:39,13.5,0,"Wednesday"
40.007457,116.319861,45,2009-07-01 12:54:09,13.5,0,"Wednesday"
39.999882,116.326469,76,2009-07-01 19:07:33,1.16666666666667,0,"Wednesday"
39.999833,116.327396,154,2009-07-01 19:08:43,1.16666666666667,0,"Wednesday"
40.006079,116.322582,491,2009-07-02 01:19:41,7.5,0,"Wednesday"
40.008258,116.319704,81,2009-07-02 01:27:11,7.5,0,"Wednesday"
39.996652,116.308293,64,2009-07-02 10:25:35,11.8697222222222,0,"Thursday"
39.995379,116.310291,188,2009-07-02 22:17:46,11.8697222222222,0,"Thursday"
39.9961,116.30935,142,2009-07-03 08:28:05,8.155,0,"Friday"
40.002857,116.328279,137,2009-07-03 16:37:23,8.155,0,"Friday"
39.99931,116.326275,492,2009-07-04 12:26:40,5.37722222222222,0,"Saturday"
